date,home,away,odds_w,odds_d,odds_l
150131,West Brom,Tottenham,2.9,3.3,2.63
150131,Sunderland,Burnley,2.25,3.3,3.6
150131,Stoke,QPR,1.65,4,6
150131,Man United,Leicester,1.36,5.5,9.5
150131,Liverpool,West Ham,1.67,4,5.75
150131,Hull,Newcastle,2.7,3.25,2.88
150131,Crystal Palace,Everton,2.8,3.3,2.75
150131,Chelsea,Man City,2.15,3.5,3.6
150131,Eibar,Ath Madrid,6.5,3.8,1.57
150131,Real Madrid,Sociedad,1.18,7,17
150131,Schalke 04,Hannover,1.95,3.5,4
150131,Stuttgart,M'gladbach,3,3.4,2.38
150131,Genoa,Fiorentina,3.4,3.4,2.15
150131,Roma,Empoli,1.44,4.2,8.5
150131,Mainz,Paderborn,2.05,3.5,3.6
150131,Granada,Elche,1.95,3.25,4.33
150201,Augsburg,Hoffenheim,2.4,3.4,2.9
150201,Werder Bremen,Hertha,2.38,3.4,3
150201,Atalanta,Cagliari,2.2,3.2,3.5
150201,Cesena,Lazio,7.5,3.8,1.53
150201,Chievo,Napoli,5.25,3.6,1.73
150201,Palermo,Verona,1.8,3.5,4.75
150201,Sassuolo,Inter,3.1,3.3,2.38
150201,Torino,Sampdoria,2.05,3.1,4.2
150201,Udinese,Juventus,8,4.33,1.44
150201,Milan,Parma,1.53,4,7
150201,Southampton,Swansea,1.6,4,6.5
150201,Arsenal,Aston Villa,1.25,6.5,15
150201,Almeria,Getafe,2.38,3.1,3.3
150201,Barcelona,Villarreal,1.2,7,13
150201,Levante,Ath Bilbao,3.3,3.1,2.38
150201,Sevilla,Espanol,1.62,3.8,6
150202,Malaga,Valencia,2.63,3.2,2.8
150203,M'gladbach,Freiburg,1.53,4.33,6
150203,Hannover,Mainz,2.25,3.4,3.25
150203,Bayern Munich,Schalke 04,1.13,9,19
150203,Ein Frankfurt,Wolfsburg,3.8,4,1.85
150204,Real Madrid,Sevilla,1.29,6,10
150204,Hoffenheim,Werder Bremen,1.67,4.2,4.75
150204,Hertha,Leverkusen,5.5,3.75,1.67
150204,FC Koln,Stuttgart,2.25,3.4,3.2
150204,Dortmund,Augsburg,1.44,4.5,7.5
150204,Paderborn,Hamburg,2.5,3.3,2.88
150206,La Coruna,Eibar,2.15,3.25,3.6
150206,Schalke 04,M'gladbach,2.6,3.3,2.75
150207,Ath Madrid,Real Madrid,2.88,3.4,2.45
150207,Levante,Malaga,3.4,3.1,2.3
150207,Sociedad,Celta,2.5,3.25,2.9
150207,Villarreal,Granada,1.3,5.25,11
150207,Juventus,Milan,1.33,5,10
150207,Verona,Torino,3.1,3.1,2.5
150207,Wolfsburg,Hoffenheim,1.57,4.33,5.5
150207,Stuttgart,Bayern Munich,13,7,1.2
150207,Tottenham,Arsenal,3.25,3.5,2.3
150207,Hamburg,Hannover,2.3,3.3,3.2
150207,QPR,Southampton,4.75,3.6,1.85
150207,Man City,Hull,1.18,8,19
150207,Leicester,Crystal Palace,2.4,3.3,3.25
150207,Mainz,Hertha,1.91,3.6,4
150207,Aston Villa,Chelsea,10,5.25,1.36
150207,Everton,Liverpool,3.4,3.4,2.3
150207,Swansea,Sunderland,1.91,3.5,4.6
150207,FC Koln,Paderborn,1.95,3.5,4
150207,Freiburg,Dortmund,5.5,4,1.62
150208,Werder Bremen,Leverkusen,4.2,3.75,1.85
150208,Ath Bilbao,Barcelona,9,5.25,1.33
150208,Cordoba,Almeria,2.25,3.1,3.5
150208,Espanol,Valencia,2.8,3.2,2.63
150208,Augsburg,Ein Frankfurt,1.91,3.8,3.8
150208,Cagliari,Roma,4,3.4,2
150208,Empoli,Cesena,1.53,4,7
150208,Getafe,Sevilla,3.8,3.3,2.05
150208,Inter,Palermo,1.8,3.5,4.75
150208,Napoli,Udinese,1.36,5,8.5
150208,Sampdoria,Sassuolo,1.8,3.5,4.75
150208,Burnley,West Brom,2.6,3.25,3
150208,Newcastle,Stoke,2.3,3.4,3.4
150208,West Ham,Man United,4.2,3.6,1.95
150208,Fiorentina,Atalanta,1.5,4.2,7
150209,Lazio,Genoa,1.57,4,6
150209,Elche,Vallecano,2.6,3.2,2.8
150210,Sunderland,QPR,1.91,3.6,4.5
150210,Arsenal,Leicester,1.29,6,12
150210,Hull,Aston Villa,2.38,3.1,3.5
150210,Liverpool,Tottenham,1.91,3.8,4.2
150211,Chelsea,Everton,1.33,5.5,11
150211,Crystal Palace,Newcastle,2.38,3.3,3.3
150211,Man United,Burnley,1.29,6,12
150211,Stoke,Man City,5.75,3.8,1.7
150211,West Brom,Swansea,2.55,3.25,3.1
150211,Southampton,West Ham,1.73,3.9,5.25
150211,Parma,Chievo,2.6,3.1,2.9
150213,Almeria,Sociedad,2.45,3.2,3
150213,Dortmund,Mainz,1.33,5.25,9.5
150214,Granada,Ath Bilbao,2.9,3.1,2.63
150214,Palermo,Napoli,4,3.3,2
150214,Sassuolo,Fiorentina,3.3,3.3,2.25
150214,Malaga,Espanol,2.1,3.3,3.75
150214,Real Madrid,La Coruna,1.08,13,21
150214,Sevilla,Cordoba,1.36,5,9
150214,Werder Bremen,Augsburg,2.6,3.4,2.7
150214,Hoffenheim,Stuttgart,1.95,3.7,3.8
150214,M'gladbach,FC Koln,1.73,3.6,5.25
150214,Bayern Munich,Hamburg,1.09,11,26
150214,Leverkusen,Wolfsburg,2.3,3.5,3
150214,Ein Frankfurt,Schalke 04,2.3,3.6,3
150215,Celta,Ath Madrid,3.8,3.25,2.1
150215,Barcelona,Levante,1.05,15,34
150215,Torino,Cagliari,1.73,3.6,5
150215,Udinese,Lazio,3.1,3.25,2.38
150215,Roma,Parma,1.29,5.5,11
150215,Atalanta,Inter,3.4,3.25,2.25
150215,Hertha,Freiburg,2.15,3.4,3.5
150215,Genoa,Verona,1.85,3.6,4.33
150215,Chievo,Sampdoria,2.63,3.1,2.75
150215,Cesena,Juventus,15,6,1.22
150215,Vallecano,Villarreal,3.3,3.4,2.2
150215,Hannover,Paderborn,1.85,3.6,4.33
150215,Valencia,Getafe,1.44,4.5,7.5
150215,Milan,Empoli,1.75,3.6,5
150216,Eibar,Elche,2.15,3.1,3.8
150220,Getafe,Espanol,2.4,3.1,3.25
150220,Juventus,Atalanta,1.17,7,19
150220,Stuttgart,Dortmund,6,4,1.57
150221,Augsburg,Leverkusen,3.1,3.4,2.3
150221,FC Koln,Hannover,2.3,3.2,3.3
150221,Freiburg,Hoffenheim,3.1,3.5,2.25
150221,Mainz,Ein Frankfurt,2.4,3.5,2.9
150221,Paderborn,Bayern Munich,17,7.5,1.17
150221,Schalke 04,Werder Bremen,2.05,3.5,3.6
150221,Ath Madrid,Almeria,1.2,6.5,15
150221,Cordoba,Valencia,4.33,3.25,1.95
150221,Barcelona,Malaga,1.11,10,21
150221,Swansea,Man United,4.2,3.5,2
150221,Sunderland,West Brom,2.7,3.2,2.9
150221,Man City,Newcastle,1.3,6,11
150221,Hull,QPR,2.05,3.3,4.2
150221,Crystal Palace,Arsenal,4.75,3.75,1.83
150221,Chelsea,Burnley,1.2,7.5,17
150221,Aston Villa,Stoke,2.7,3.2,2.9
150221,La Coruna,Celta,3.3,3.2,2.3
150222,Everton,Leicester,1.83,3.6,5
150222,Ath Bilbao,Vallecano,1.91,3.5,4.2
150222,Milan,Cesena,1.44,4.33,8
150222,Lazio,Palermo,1.6,3.8,6
150222,Fiorentina,Torino,1.75,3.6,5
150222,Hamburg,M'gladbach,3.1,3.4,2.3
150222,Wolfsburg,Hertha,1.33,5.25,9
150222,Empoli,Chievo,2,3.2,4.2
150222,Tottenham,West Ham,1.8,3.8,4.75
150222,Southampton,Liverpool,2.63,3.3,2.9
150222,Sociedad,Sevilla,2.9,3.3,2.5
150222,Verona,Roma,5,3.6,1.75
150222,Villarreal,Eibar,1.36,4.75,9
150222,Elche,Real Madrid,17,7,1.18
150223,Levante,Granada,2.3,3.1,3.4
150223,Napoli,Sassuolo,1.5,4,7.5
150223,Cagliari,Inter,3.3,3.25,2.3
150224,Sampdoria,Genoa,2.38,3.2,3.2
150227,Espanol,Cordoba,1.57,3.8,6.5
150227,Bayern Munich,FC Koln,1.1,10,26
150228,Almeria,La Coruna,2.25,3.2,3.4
150228,Granada,Barcelona,17,7.5,1.17
150228,Malaga,Getafe,1.75,3.6,5
150228,Vallecano,Levante,1.67,3.75,5.5
150228,Chievo,Milan,3,3.1,2.5
150228,Hannover,Stuttgart,2.1,3.5,3.4
150228,Burnley,Swansea,2.63,3.3,2.9
150228,Hertha,Augsburg,2.8,3.4,2.5
150228,West Ham,Crystal Palace,2.15,3.4,3.75
150228,Stoke,Hull,1.91,3.5,4.75
150228,Newcastle,Aston Villa,1.95,3.5,4.5
150228,Man United,Sunderland,1.36,5.25,10
150228,West Brom,Southampton,3.4,3.2,2.38
150228,Ein Frankfurt,Hamburg,2,3.6,3.6
150228,Dortmund,Schalke 04,1.5,4.33,6.5
150228,Hoffenheim,Mainz,2,3.6,3.6
150228,Leverkusen,Freiburg,1.36,4.75,9
150301,Inter,Fiorentina,2.15,3.4,3.4
150301,Real Madrid,Villarreal,1.2,7,13
150301,Arsenal,Everton,1.57,4.5,6
150301,Liverpool,Man City,3.1,3.6,2.38
150301,Cesena,Udinese,3,3.1,2.5
150301,M'gladbach,Paderborn,1.57,4.2,5.75
150301,Sassuolo,Lazio,3.25,3.25,2.2
150301,Valencia,Sociedad,1.57,4,6
150301,Sevilla,Ath Madrid,3,3.2,2.45
150301,Torino,Napoli,3.2,3.3,2.3
150301,Eibar,Ath Bilbao,3.25,3.1,2.38
150301,Palermo,Empoli,2.3,3.1,3.3
150301,Atalanta,Sampdoria,2.5,3.1,3
150301,Werder Bremen,Wolfsburg,3.6,3.75,1.91
150301,Cagliari,Verona,1.95,3.5,4
150302,Roma,Juventus,3.3,3.3,2.25
150302,Celta,Elche,1.5,4.2,7
150303,Aston Villa,West Brom,2.88,3.1,2.88
150303,Hull,Sunderland,2.15,3.3,3.9
150303,Southampton,Crystal Palace,1.7,3.8,5.75
150304,West Ham,Chelsea,6.25,4,1.62
150304,Newcastle,Man United,4.2,3.5,2
150304,Liverpool,Burnley,1.36,5.25,10
150304,Man City,Leicester,1.25,7,13
150304,QPR,Arsenal,7,4.33,1.53
150304,Stoke,Everton,2.5,3.3,3.1
150304,Tottenham,Swansea,1.75,3.8,5.25
150306,Stuttgart,Hertha,2.1,3.3,3.6
150306,Levante,Eibar,2.05,3.3,4
150307,Ath Bilbao,Real Madrid,7,4.75,1.44
150307,Milan,Verona,1.55,4,6.5
150307,Sampdoria,Cagliari,1.85,3.5,4.5
150307,QPR,Tottenham,4.75,3.9,1.8
150307,Schalke 04,Hoffenheim,2.25,3.4,3.2
150307,Mainz,M'gladbach,2.6,3.3,2.75
150307,La Coruna,Sevilla,3.8,3.4,2.05
150307,Hamburg,Dortmund,6,4.33,1.53
150307,Augsburg,Wolfsburg,3.5,3.5,2.1
150307,Freiburg,Werder Bremen,2.6,3.4,2.7
150307,Elche,Almeria,2.05,3.4,3.8
150307,Granada,Malaga,2.9,3.2,2.6
150307,Hannover,Bayern Munich,13,6.5,1.22
150308,Barcelona,Vallecano,1.05,15,34
150308,Ath Madrid,Valencia,1.62,3.75,6
150308,Cesena,Palermo,3.4,3.25,2.25
150308,Chievo,Roma,4.75,3.4,1.85
150308,Napoli,Inter,1.95,3.5,4
150308,Parma,Atalanta,3.75,3.2,2.15
150308,Udinese,Torino,2.6,3,2.88
150308,Sociedad,Espanol,2.2,3.3,3.4
150308,Paderborn,Leverkusen,5,3.8,1.7
150308,FC Koln,Ein Frankfurt,2.4,3.3,3
150308,Empoli,Genoa,2.15,3.3,3.6
150308,Villarreal,Celta,1.95,3.5,4
150309,Juventus,Sassuolo,1.2,6.5,15
150309,Lazio,Fiorentina,2,3.3,4
150309,Cordoba,Getafe,2.4,3.1,3.2
150313,Valencia,La Coruna,1.44,4.5,8
150313,Leverkusen,Stuttgart,1.44,4.33,7.5
150314,Arsenal,West Ham,1.4,5,9
150314,Burnley,Man City,7.5,5,1.44
150314,Crystal Palace,QPR,1.83,3.75,4.75
150314,Leicester,Hull,2.2,3.3,3.75
150314,Sunderland,Aston Villa,2.38,3.25,3.4
150314,Cagliari,Empoli,2.4,3.3,3
150314,West Brom,Stoke,2.38,3.25,3.4
150314,Werder Bremen,Bayern Munich,10,5.75,1.29
150314,Hoffenheim,Hamburg,1.75,3.75,4.75
150314,Hertha,Schalke 04,2.75,3.25,2.63
150314,Ein Frankfurt,Paderborn,1.73,3.8,4.75
150314,Dortmund,FC Koln,1.33,5,10
150314,Augsburg,Mainz,1.95,3.5,4
150314,Eibar,Barcelona,19,8.5,1.14
150314,Espanol,Ath Madrid,3.8,3.1,2.15
150314,Celta,Ath Bilbao,2.1,3.4,3.6
150314,Palermo,Juventus,4.75,3.4,1.8
150314,Vallecano,Granada,2,3.3,4
150315,Almeria,Villarreal,4,3.3,2
150315,Malaga,Cordoba,1.57,3.75,7
150315,Man United,Tottenham,1.91,3.75,4.33
150315,Inter,Cesena,1.36,4.75,9.5
150315,Sassuolo,Parma,1.62,3.75,6.25
150315,Verona,Napoli,4.5,3.5,1.85
150315,Everton,Newcastle,1.83,3.75,4.75
150315,Real Madrid,Levante,1.06,13,34
150315,Wolfsburg,Freiburg,1.33,5.25,9
150315,Sevilla,Elche,1.4,4.75,8
150315,Genoa,Chievo,1.91,3.4,4.33
150315,Atalanta,Udinese,2.4,3.1,3.2
150315,M'gladbach,Hannover,1.75,3.75,4.75
150315,Chelsea,Southampton,1.62,4,6.5
150316,Roma,Sampdoria,1.65,3.6,6
150316,Fiorentina,Milan,1.91,3.5,4.2
150316,Swansea,Liverpool,4,3.6,2
150316,Torino,Lazio,3.1,3.1,2.5
150316,Getafe,Sociedad,2.3,3.2,3.3
150320,Elche,Valencia,3.8,3.4,2
150320,Hamburg,Hertha,2.38,3.25,3.1
150321,Man City,West Brom,1.3,5.5,8.5
150321,West Ham,Sunderland,1.8,3.5,4.5
150321,Ath Bilbao,Almeria,1.5,4,7.5
150321,Ath Madrid,Getafe,1.33,5,10
150321,Granada,Eibar,1.95,3.25,4.33
150321,Levante,Celta,3.3,3.3,2.25
150321,Vallecano,Malaga,2.5,3.4,2.8
150321,Aston Villa,Swansea,2.5,3.25,2.8
150321,Milan,Cagliari,1.8,3.75,4.33
150321,Freiburg,Augsburg,3,3.4,2.38
150321,Hannover,Dortmund,5,4.2,1.62
150321,Paderborn,Hoffenheim,3.75,3.5,2
150321,Schalke 04,Leverkusen,3,3.5,2.3
150321,FC Koln,Werder Bremen,2.2,3.4,3.3
150321,Chievo,Palermo,2.5,3.1,3
150321,Stuttgart,Ein Frankfurt,2.5,3.4,2.8
150321,Tottenham,Leicester,1.53,4,6
150321,Stoke,Crystal Palace,2.1,3.3,3.5
150321,Southampton,Burnley,1.4,4.5,7.5
150321,Newcastle,Arsenal,6,3.8,1.57
150322,Sociedad,Cordoba,1.62,3.75,6
150322,La Coruna,Espanol,2.6,3.25,2.8
150322,Barcelona,Real Madrid,1.67,4.5,4.5
150322,Udinese,Fiorentina,3.3,3.3,2.25
150322,Sampdoria,Inter,2.63,3.25,2.75
150322,Hull,Chelsea,7,4.33,1.44
150322,Napoli,Atalanta,1.44,4.5,7.5
150322,Lazio,Verona,1.4,4.5,9
150322,Juventus,Genoa,1.33,5,10
150322,Empoli,Sassuolo,2,3.3,4
150322,Cesena,Roma,5.25,3.75,1.67
150322,Liverpool,Man United,2.05,3.4,3.6
150322,QPR,Everton,3.3,3.4,2.15
150322,Mainz,Wolfsburg,3.25,3.6,2.15
150322,Bayern Munich,M'gladbach,1.17,7.5,17
150322,Parma,Torino,4.33,3.4,1.91
150322,Villarreal,Sevilla,2.05,3.4,3.75
150403,Eibar,Vallecano,2.5,3.3,2.9
150404,Wolfsburg,Stuttgart,1.44,4.75,7
150404,Werder Bremen,Mainz,2.5,3.4,2.8
150404,Leverkusen,Hamburg,1.36,5,8.5
150404,Hoffenheim,M'gladbach,2.7,3.5,2.6
150404,Verona,Cesena,1.91,3.5,4.2
150404,Cordoba,Ath Madrid,9.5,4.5,1.4
150404,Malaga,Sociedad,1.95,3.4,4.2
150404,Sevilla,Ath Bilbao,1.75,3.75,4.75
150404,Sassuolo,Chievo,2.15,3.1,3.75
150404,Roma,Napoli,2.2,3.3,3.4
150404,Juventus,Empoli,1.36,5,8.5
150404,Inter,Parma,1.2,6.5,15
150404,Genoa,Udinese,1.95,3.4,4.2
150404,Fiorentina,Sampdoria,1.73,3.6,5.25
150404,Cagliari,Lazio,4.5,3.6,1.83
150404,Freiburg,FC Koln,2.6,3.2,2.8
150404,Ein Frankfurt,Hannover,2,3.75,3.5
150404,Dortmund,Bayern Munich,3.3,3.5,2.15
150404,Almeria,Levante,2.1,3.25,3.75
150404,Atalanta,Torino,2.8,3.1,2.7
150404,Palermo,Milan,2.5,3.2,3
150404,Swansea,Hull,1.91,3.5,4.2
150404,Leicester,West Ham,2.38,3.3,3.1
150404,Everton,Southampton,2.63,3.2,2.8
150404,Chelsea,Stoke,1.29,5.5,11
150404,Arsenal,Liverpool,1.83,3.75,4.2
150404,West Brom,QPR,1.8,3.5,4.5
150404,Man United,Aston Villa,1.3,5.5,10
150405,Augsburg,Schalke 04,2.4,3.3,3
150405,Valencia,Villarreal,2.05,3.5,3.6
150405,Real Madrid,Granada,1.08,11,29
150405,Getafe,La Coruna,2.25,3.1,3.6
150405,Sunderland,Newcastle,2.5,3.1,3.1
150405,Burnley,Tottenham,3.5,3.4,2.1
150405,Hertha,Paderborn,1.95,3.5,4
150405,Celta,Barcelona,7.5,5,1.4
150406,Crystal Palace,Man City,5,4,1.67
150406,Espanol,Elche,1.67,3.6,5.75
150407,Eibar,Malaga,3.25,3.1,2.38
150407,Aston Villa,QPR,2.15,3.4,3.8
150407,Ath Madrid,Sociedad,1.3,5.25,11
150407,Levante,Sevilla,4.5,3.6,1.83
150408,Barcelona,Almeria,1.05,13,41
150408,Granada,Celta,3.5,3,2.3
150408,La Coruna,Cordoba,1.75,3.4,5.5
150408,Vallecano,Real Madrid,13,7,1.2
150408,Parma,Udinese,4,3.2,2.05
150409,Ath Bilbao,Valencia,2.4,3.4,2.8
150409,Elche,Getafe,2.3,3.1,3.25
150409,Villarreal,Espanol,1.55,3.6,7
150410,Hannover,Hertha,1.95,3.3,4.2
150411,Parma,Juventus,9,5,1.33
150411,Mainz,Leverkusen,3.3,3.4,2.2
150411,Hamburg,Wolfsburg,4.33,3.75,1.8
150411,Bayern Munich,Ein Frankfurt,1.17,7.5,17
150411,Almeria,Granada,2.4,3.1,3.2
150411,Celta,Vallecano,1.73,3.6,4.75
150411,Malaga,Ath Madrid,3.8,3.4,2
150411,Real Madrid,Eibar,1.06,13,34
150411,Sevilla,Barcelona,5,4.5,1.55
150411,Burnley,Arsenal,6.5,4.33,1.57
150411,Southampton,Hull,1.53,4.2,7.5
150411,Sunderland,Crystal Palace,2.9,3.2,2.7
150411,Swansea,Everton,2.5,3.3,3.1
150411,Tottenham,Aston Villa,1.62,4.2,6
150411,West Brom,Leicester,2.3,3.4,3.4
150411,West Ham,Stoke,2.3,3.4,3.4
150411,M'gladbach,Dortmund,2.8,3.4,2.5
150411,Paderborn,Augsburg,3.1,3.4,2.3
150411,Schalke 04,Freiburg,1.67,3.75,5.5
150411,Genoa,Cagliari,1.91,3.4,4
150411,Verona,Inter,3.4,3.3,2.2
150412,QPR,Chelsea,9,5,1.4
150412,Stuttgart,Werder Bremen,2.15,3.5,3.3
150412,FC Koln,Hoffenheim,2.4,3.3,3
150412,Man United,Man City,2.63,3.4,2.88
150412,Cesena,Chievo,2.63,3,2.8
150412,Lazio,Empoli,1.45,4.2,7.5
150412,Udinese,Palermo,2.25,3.1,3.4
150412,Sociedad,La Coruna,1.8,3.6,4.5
150412,Getafe,Villarreal,3.6,3.3,2.05
150412,Atalanta,Sassuolo,2.1,3.2,3.6
150412,Cordoba,Elche,2.3,3.1,3.3
150412,Torino,Roma,2.75,3.2,2.6
150412,Napoli,Fiorentina,2,3.4,3.75
150412,Milan,Sampdoria,1.91,3.3,4.2
150412,Espanol,Ath Bilbao,2.5,3.2,2.88
150413,Valencia,Levante,1.33,5,8.5
150413,Liverpool,Newcastle,1.4,5,9
150415,Genoa,Parma,1.62,3.8,6
150417,Levante,Espanol,2.88,3.1,2.6
150417,Ein Frankfurt,M'gladbach,4.2,3.75,1.85
150418,Leverkusen,Hannover,1.36,5.25,8
150418,Augsburg,Stuttgart,2.2,3.4,3.3
150418,Freiburg,Mainz,2.8,3.3,2.6
150418,Hertha,FC Koln,2.5,3.1,3.1
150418,Hoffenheim,Bayern Munich,5.5,4.2,1.6
150418,Dortmund,Paderborn,1.22,6.5,13
150418,Ath Bilbao,Getafe,1.67,3.75,5.5
150418,Leicester,Swansea,2.15,3.4,3.75
150418,Everton,Burnley,1.73,3.8,5.5
150418,Crystal Palace,West Brom,1.95,3.5,4.5
150418,Chelsea,Man United,2,3.4,4.33
150418,Juventus,Lazio,1.95,3.4,4.33
150418,Sampdoria,Cesena,1.57,3.8,6.5
150418,Barcelona,Valencia,1.22,7,12
150418,La Coruna,Ath Madrid,4.5,3.5,1.85
150418,Real Madrid,Malaga,1.14,8.5,17
150418,Stoke,Southampton,3.5,3.25,2.3
150419,Villarreal,Cordoba,1.3,5.25,11
150419,Wolfsburg,Schalke 04,1.7,3.8,5
150419,Werder Bremen,Hamburg,2,3.5,3.8
150419,Vallecano,Almeria,1.8,3.8,4.33
150419,Granada,Sevilla,4.33,3.6,1.85
150419,Cagliari,Napoli,3.8,3.6,1.95
150419,Sassuolo,Torino,3.2,3.2,2.38
150419,Roma,Atalanta,1.44,4.5,7.5
150419,Palermo,Genoa,2.2,3.25,3.5
150419,Inter,Milan,2.25,3.3,3.3
150419,Empoli,Parma,1.53,3.8,6.5
150419,Chievo,Udinese,2.25,3.1,3.6
150419,Eibar,Celta,3.4,3.3,2.2
150419,Man City,West Ham,1.25,6.5,11
150419,Newcastle,Tottenham,3.3,3.5,2.3
150420,Fiorentina,Verona,1.44,4.5,7.5
150420,Elche,Sociedad,2.6,3.1,2.9
150424,Mainz,Schalke 04,2.45,3.3,2.9
150424,Cordoba,Ath Bilbao,4.2,3.5,1.91
150425,Ath Madrid,Elche,1.18,7,17
150425,Sociedad,Villarreal,2.9,3.3,2.5
150425,Burnley,Leicester,2.63,3.3,2.9
150425,Espanol,Barcelona,12,6,1.25
150425,Crystal Palace,Hull,2.05,3.3,4.2
150425,Getafe,Levante,2.2,3.2,3.5
150425,Inter,Roma,2.4,3.25,3.1
150425,Dortmund,Ein Frankfurt,1.33,5.25,9
150425,Udinese,Milan,3.1,3.25,2.38
150425,West Brom,Liverpool,4,3.6,2
150425,Stoke,Sunderland,1.91,3.5,4.75
150425,Southampton,Tottenham,2.1,3.5,3.8
150425,Stuttgart,Freiburg,1.91,3.6,4
150425,Hannover,Hoffenheim,2.4,3.5,2.88
150425,Hamburg,Augsburg,2.7,3.4,2.6
150425,FC Koln,Leverkusen,4.75,3.8,1.75
150425,QPR,West Ham,2.38,3.4,3.25
150425,Bayern Munich,Hertha,1.17,7.5,17
150425,Man City,Aston Villa,1.29,6,12
150425,Newcastle,Swansea,2.45,3.25,3.25
150426,Almeria,Eibar,2.2,3.2,3.6
150426,M'gladbach,Wolfsburg,2.4,3.5,2.88
150426,Paderborn,Werder Bremen,2.7,3.4,2.6
150426,Sevilla,Vallecano,1.36,5.25,8
150426,Malaga,La Coruna,1.73,3.6,5.25
150426,Everton,Man United,3.75,3.4,2.15
150426,Arsenal,Chelsea,2.4,3.3,3.3
150426,Celta,Real Madrid,5.5,4.33,1.57
150426,Verona,Sassuolo,2.2,3.3,3.4
150426,Parma,Palermo,3.3,3.3,2.25
150426,Napoli,Sampdoria,1.5,4.2,7
150426,Lazio,Chievo,1.4,4.75,8
150426,Atalanta,Empoli,2.5,3,3.2
150426,Fiorentina,Cagliari,1.44,4.75,7.5
150426,Genoa,Cesena,1.57,4,6
150426,Torino,Juventus,4.33,3.25,1.95
150427,Valencia,Granada,1.33,5.25,9.5
150428,Hull,Liverpool,4.33,3.4,2
150428,Levante,Cordoba,1.85,3.5,4.5
150428,Ath Bilbao,Sociedad,1.67,3.8,5.5
150428,Barcelona,Getafe,1.04,17,41
150428,Udinese,Inter,3.3,3.3,2.25
150429,Cesena,Atalanta,2.88,3.1,2.63
150429,Chievo,Cagliari,2.1,3.5,3.5
150429,Celta,Malaga,1.73,3.75,5
150429,Eibar,Sevilla,6,4,1.57
150429,Elche,La Coruna,2.25,3.2,3.4
150429,Real Madrid,Almeria,1.06,13,29
150429,Villarreal,Ath Madrid,3.4,3.3,2.2
150429,Sassuolo,Roma,4.33,3.75,1.8
150429,Lazio,Parma,1.25,5.5,15
150429,Sampdoria,Verona,1.67,3.75,5.5
150429,Palermo,Torino,2.6,3.2,2.8
150429,Leicester,Chelsea,5.75,3.8,1.7
150429,Milan,Genoa,1.95,3.6,3.8
150429,Juventus,Fiorentina,1.67,3.75,5.5
150430,Vallecano,Valencia,4,3.6,1.91
150430,Granada,Espanol,2.5,3.1,3
150430,Empoli,Napoli,4.5,3.6,1.8
150501,Sociedad,Levante,1.85,3.7,4.33
150502,Sunderland,Southampton,4.2,3.4,2.05
150502,Swansea,Stoke,2.3,3.4,3.4
150502,West Ham,Burnley,2.25,3.5,3.4
150502,Freiburg,Paderborn,1.91,3.6,4
150502,Liverpool,QPR,1.36,5.25,10
150502,Leicester,Newcastle,1.91,3.7,4.33
150502,Aston Villa,Everton,2.75,3.3,2.8
150502,Sassuolo,Palermo,2.7,3.25,2.7
150502,Sampdoria,Juventus,3,3.3,2.4
150502,Man United,West Brom,1.36,5.25,10
150502,Augsburg,FC Koln,2.1,3.4,3.6
150502,Hoffenheim,Dortmund,4,4,1.83
150502,Leverkusen,Bayern Munich,2.38,3.3,3.1
150502,Schalke 04,Stuttgart,1.91,3.6,4
150502,Werder Bremen,Ein Frankfurt,2.05,3.75,3.4
150502,Wolfsburg,Hannover,1.4,4.75,8
150502,Ath Madrid,Ath Bilbao,1.4,4.5,8.5
150502,Cordoba,Barcelona,26,11,1.08
150502,La Coruna,Villarreal,3.6,3.4,2.1
150502,Sevilla,Real Madrid,3.5,3.6,2.05
150503,Tottenham,Man City,3.75,3.75,2.05
150503,Verona,Udinese,2.1,3.6,3.4
150503,Roma,Genoa,1.57,4,6
150503,Chelsea,Crystal Palace,1.36,5.25,10
150503,Napoli,Milan,1.5,4.33,6.5
150503,Inter,Chievo,1.4,4.75,8
150503,Fiorentina,Cesena,1.36,5,8.5
150503,Atalanta,Lazio,5,3.75,1.73
150503,Getafe,Granada,2.05,3.25,4
150503,Valencia,Eibar,1.22,6.5,13
150503,Malaga,Elche,1.62,3.8,6
150503,Espanol,Vallecano,1.73,3.8,4.5
150503,Mainz,Hamburg,1.73,3.8,4.75
150503,Hertha,M'gladbach,5,3.6,1.75
150504,Cagliari,Parma,1.67,3.8,5.25
150504,Almeria,Celta,3.75,3.4,2.05
150504,Hull,Arsenal,5.5,4,1.7
150506,Torino,Empoli,1.83,3.5,4.5
150508,Eibar,Espanol,2.8,3.1,2.7
150508,Hamburg,Freiburg,2.2,3.4,3.3
150509,Crystal Palace,Man United,4.5,3.6,1.91
150509,Ein Frankfurt,Hoffenheim,2.8,3.6,2.4
150509,Hannover,Werder Bremen,2,3.6,3.6
150509,M'gladbach,Leverkusen,2.5,3.4,2.8
150509,Stuttgart,Mainz,2,3.5,3.8
150509,Juventus,Cagliari,1.53,4.1,6.5
150509,Milan,Roma,3.8,3.5,2
150509,Aston Villa,West Ham,1.91,3.7,4.33
150509,Bayern Munich,Augsburg,1.53,4.33,6
150509,Everton,Sunderland,1.8,3.75,5
